siret,nom,email,telephone,site,adresse,code_postal,ville,siren,organisme,domaines_rge,email_source,etat_sirene,procedure_collective,dirigeant,tranche_effectif,enrichi,departement,score,score_detail,effectif_num,tier
34814697800021,MG PLUS,mgplus@mgplus.fr,04 72 33 25 59,,73 cours Albert Thomas,69447,LYON CEDEX,348146978,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude thermique reglementaire,,A,,BERNARD MEZERETTE,11,1,69,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",19,CHAUD
79322166400014,ALVEOLES ARCHITECTURE,xavier.campeyron@alveoles.eu,09 52 65 53 92,,33 QUAI PIERRE SCIZE,69009,LYON,793221664,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,A,,XAVIER CAMPEYRON,01,1,69,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",2,CHAUD
80795276700034,GENIUM INGENIERIE,contact@genium-ing.fr,,https://www.genium-ingenierie.fr/,399 RUE ROBERT SCHUMAN,69400,VILLEFRANCE SUR SAONE,807952767,afnor,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,JONATHAN FRANCISQUE ANTHONY GUYOT,02,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",5,CHAUD
83756480600052,GBA ENERGIES,energies@gba-energies.com,,http://www.gba-energies.com,8 rue Dominique Perfetti,69004,LYON,837564806,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude système technique bâtiment,,A,,JLF INVEST,11,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",19,CHAUD
88786037700050,LOWIT,julien.gallois@lowit.fr,,http://www.lowit.fr,184 COURS LAFAYETTE,69003,LYON,887860377,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,JULIEN GALLOIS,12,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",49,CHAUD
52285015500089,PLANAIR FRANCE Lyon,info@planair.fr,,http://www.planair.fr,18 rue Gabriel Peri,69100,VILLEURBANNE,522850155,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique,site_web,A,,LIONEL XAVIER PASCAL ROBBE (ROBBE),12,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",49,CHAUD
06550239500174,BETREC IG - LYON,lyon@betrec.com,04 72 60 00 90,http://www.betrec.com,Tour Part-Dieu - 129 rue Servient - CS63337,69003,LYON,065502395,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,A,,HUGUES GEOGES JACQUES DELHOME,22,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",199,CHAUD
32178278100173,IPH INGENIERIE LY,lyon@iph-bet.fr,04 81 06 21 80,http://www.iph-bet.fr,"24, avenue Joannès Masset BATIMENT 3",69009,LYON,321782781,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32312649000057,CHABANNE INGENIERIE,inge@agence-chabanne.fr,04 72 10 95 95,http://www.agence-chabanne.fr,38 quai Pierre Scize,69009,LYON,323126490,opqibi,Commisionnement;Etude ACV;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude système technique bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32422781800022,NERCO,v.mehu@nerco.fr,04 78 66 44 25,http://www.nerco.fr,129 chemin du Moulin Carron BP 168,69132,ECULLY CEDEX,324227818,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32493878600120,TECSOL AURA,agence.ara@tecsol.fr,04 78 29 43 96,http://www.tecsol.fr,"4, rue Saint Sidoine",69003,LYON,324938786,opqibi,Etude solaire photovoltaïque;Etude solaire thermique,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
33770031400061,TRIBU LYON,admin.paris@tribu.coop,04 26 03 48 20,http://www.tribu.coop,103 Avenue Maréchal de Saxe,69003,LYON,337700314,opqibi,Etude ACV;Etude enveloppe du bâtiment;Etude solaire photovoltaïque,site_web,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
34758223100317,URBANIS - LYON,ludovic.chatelain@urbanis.fr,04 72 84 80 80,http://www.urbanis.fr,100-102 ave du Maréchal de Saxe,69003,LYON,347582231,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
38316331800124,ALTO INGÉNIERIE LYON,caroline.mouillot@alto-ingenierie.fr,06 17 34 64 42,http://www.alto-ingenierie.fr,"27, rue Maurice Flandin   Espace coworking MULTIBURO",69003,LYON,383163318,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Commisionnement;Etude ACV;Etude thermique reglementaire,,A,,KEVIN WILLIAM ROLAND MARCHAND,21,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",99,CHAUD
38381266600220,EODD INGENIEURS CONSEILS,contact@eodd.fr,04 72 76 06 90,http://www.eodd.fr,171/173 rue Léon Blum Centre Léon Blum,69100,VILLEURBANNE,383812666,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude enveloppe du bâtiment;Etude forage géothermique;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
38950156000053,KATENE,secretariat@katene.fr,04 37 45 33 33,http://www.katene.coop,"10, avenue des Canuts",69120,VAULX EN VELIN,389501560,opqibi,Etude thermique reglementaire,,A,,THIBAULT FRANCK LOUIS SIMON DENOYELLE,21,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",99,CHAUD
39241768900818,BUREAU VERITAS SOLUTIONS Lyon,bureauveritas.solutions@bureauveritas.com,09 69 39 10 09,http://www.bureauveritas-solutions.fr,4 Chemin du Tronchon,69410,CHAMPAGNE AU MONT D OR,392417689,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
39320673500358,ANTEA FRANCE RILLIEUX (LYON Nord),secretariat.lyon-fr@anteagroup.fr,04 37 85 19 60,http://www.anteagroup.fr,392 Rue des Mercières,69140,RILLIEUX LA PAPE,393206735,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude forage géothermique,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
39516589700053,CLER INGENIERIE,a.hingrez@cler-ingenierie.fr,04 37 47 80 42,http://www.cler-ingenierie.fr,10 allée Irène Joliot Curie Parc Technologique - Bât. B6,69800,ST PRIEST,395165897,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
39914497100021,ABAC INGENIERIE,contact@abac-ingenierie.fr,04 74 02 72 92,http://www.abac-ingenierie.fr,241 rue Victor Hugo,69400,VILLEFRANCHE SUR SAONE,399144971,opqibi,Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
40088758400045,PLENETUDE,plenetude@plenetude.fr,04 37 43 36 36,http://www.plenetude.fr,63 avenue Roger Salengro,69100,VILLEURBANNE,400887584,opqtecc,Etude enveloppe du bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
40150379200384,ARCADIS LYON,lyon@arcadis.com,04 37 42 85 85,http://www.arcadis.com,127 Boulevard Stalingrad,69100,VILLEURBANNE,401503792,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
40361603000140,SARL IDONEIS,contact@idoneis.fr,04 37 69 99 26,http://www.idoneis.fr,28 rue Juliette Récamier,69006,LYON,403616030,opqibi,Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
40775368000104,SECC RHONE-ALPES,yves.bussutil@secc-france.com,04 78 76 63 31,http://www.secc-france.com,32 rue Jules Valensaut,69008,LYON,407753680,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
42060618800175,TPF INGENIERIE LYON,commercial-ara@tpfi.fr,04 72 13 50 60,http://www.tpf-i.fr,"55, rue de la Villette",69003,LYON,420606188,opqibi,Commisionnement;Etude ACV;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
42473124800060,ETAMINE,solene.peyragrosse@etamine.coop,04 37 45 34 20,http://www.info@etamine.coop,10 avenue des Canuts,69120,VAULX EN VELIN,424731248,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude enveloppe du bâtiment;Etude système technique bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
42981683800081,SETEC GL INGÉNIERIE - LYON,info@gli.setec.fr,04 78 08 13 51,http://www.setec-gli.fr,97-101 Boulevard Marius Vivier Merle Immeuble Le Corner - CS53324,69003,LYON,429816838,opqibi,Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
44030617300103,TRIBU ENERGIE LYON,agence.rhone-alpes@tribu-energie.fr,06 35 29 15 63,http://www.tribu-energie.fr,60 rue Jaboulay,69007,LYON,440306173,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude enveloppe du bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
44040888800038,THERMI FLUIDES 69,contact@thermi-fluides.fr,04 78 67 18 36,http://www.thermi-fluides.fr,"29, rue Johannès Brahms",69740,GENAS,440408888,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
44045917000138,GREENAFFAIR SUD EST,martin.combet@greenaffair.com,06 04 52 11 12,http://www.greenaffair.com,27 rue de la Villette,69003,LYON,440459170,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV,,A,,SEBASTIEN GUILLAUME MATRAT,22,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",199,CHAUD
44135591400504,AC ENVIRONNEMENT RHÔNE,dpo@ac-environnement.com,04 72 00 27 19,http://www.ac-environnement.com,235 rue de l'Etang,69760,LIMONEST,441355914,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,site_web,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
44334839600096,THERMI CLIM,bet@be-thermiclim.fr,09 74 35 41 31,http://www.thermi-clim.com,15 Chemin du Saquin,69130,ECULLY,443348396,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
44464953700560,EDEIS LYON,contact.bordeaux@edeis.com,04 78 02 77 44,http://www.edeis.com,63 rue André Bollier,69007,LYON,444649537,opqibi,Etude ACV;Etude eclairage;Etude thermique reglementaire,site_web,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
44775451600022,GC2E,secretariat.gc2e@ingephil.fr,04 78 54 28 42,http://www.ingephil.fr,17 rue Louis Guérin,69100,VILLEURBANNE,447754516,opqibi,Etude ACV;Etude bois énergie;Etude solaire thermique;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
45303634500107,SYNAPSE CONSTRUCTION,synapse.macon@synapse-construction.com,04 78 83 67 55,http://www.synapse-construction.com,"4, chemin du Ruisseau Immeuble Val d'Ecully - Bât B",69130,ECULLY,453036345,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude forage géothermique;Etude solaire photovoltaïque,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
47944783100054,TW INGENIERIE,contact@tw-ingenierie.com,04 72 34 04 57,http://www.tw-ingenierie.com,73 cours Albert Thomas Bât E,69003,LYON,479447831,opqibi,Etude bois énergie;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude thermique reglementaire,site_web,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
47955801700253,ALTEREA AGENCE SUD-EST,contact@alterea.fr,04 87 91 26 15,http://www.alterea.fr,Immeuble Le PANORAMIC 83/85 boulevard Marius Vivier Merle,69003,LYON,479558017,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Commisionnement;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
47998701800112,AD'3E Agence de LYON,info@ad3e.fr,04 78 52 30 26,http://www.ad3e.fr,Le Britannia Tour A 20 Boulevard Eugène Deruelle,69003,LYON,479987018,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48162485600037,DPS,c.simounet@cabinetdps.fr,04 72 10 07 63,http://www.cabinetdps.com,574 chemin de wette fays IMMEUBLE LES HAUBANS,69300,CALUIRE ET CUIRE,481624856,opqtecc,Etude enveloppe du bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48806910500077,NEPSEN Lyon,lyon@nepsen.fr,04 78 37 88 38,http://www.nepsen.fr,2-4 Allée de Lodz,69007,LYON,488069105,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
48997266100024,BETICS,secretariat@betics.fr,04 78 59 25 69,http://www.betics.fr,Le Parc du Châter - Bât B 63 rue de la Garenne,69340,FRANCHEVILLE,489972661,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire thermique;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49297366400047,MILIEU STUDIO,adm@milieu.fr,09 73 88 00 78,http://www.milieu.fr,70 rue Boileau,69006,LYON,492973664,opqibi,Etude ACV;Etude enveloppe du bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49405676500055,TERAO LYON,pclement@terao.fr,04 81 68 01 05,http://www.terao.fr,7-9 Rue Juliette Récamier,69006,LYON,494056765,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude thermique reglementaire,,A,,AYMERIC NOVEL,21,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",99,CHAUD
49460879700069,LYON,contact@brp-conseil.fr,04 28 29 59 88,http://www.brp-conseil.fr,"6, rue Simone de Beauvoir",69007,LYON,494608797,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49519128000074,AMOES AGENCE RÉGION AUVERGNE RHÔNE ALPES,contact@amoes.com,04 78 77 52 41,http://www.amoes.coop,43 rue des Hérideaux,69008,LYON,495191280,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Commisionnement;Etude ACV;Etude bois énergie;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude système technique bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49793016400155,EKKOÏA RHÔNE-ALPES,contact@ekkoia.fr,04 72 74 57 47,http://www.ekkoIa.fr,4 rue Maurice Moissonnier,69120,VAULX EN VELIN,497930164,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude enveloppe du bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
49925306000143,ABM ENERGIE CONSEIL LYON,abmlyon@abmec.fr,04 72 34 99 86,http://www.abmec.fr,41 avenue du Progès,69680,CHASSIEU,499253060,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51114734000034,ARKETYPE STUDIO ARCHITECTE,contact@arketypestudio.fr,04 78 68 15 85,https://www.arketypestudio.fr,13 AVENUE DU BATAILLON CARMAGNOLE LIBERTE,69120,VAULX EN VELIN,511147340,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51152037100051,ENEXCO,contact@enexco.fr,04 30 78 63 30,http://www.enexco.fr,7 rue des Aulnes,69410,CHAMPAGNE AU MONT D OR,511520371,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51219118000029,EMIOS,stephane.vial@emios.fr,04 72 69 43 96,http://www.emios.fr,72 Avenue de Bölhen,69120,VAULX-EN-VELIN,512191180,opqtecc,Etude enveloppe du bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
51495524400033,B.E.L. BUREAU D’ETUDES LYONNAIS,remy.digonnet@bel-sas.fr,04 81 76 14 70,http://www.bel-sas.com,6 rue Edison,69500,BRON,514955244,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
52410267000071,HELEXIA DÉVELOPPEMENT LYON,lucie.vallez@helexia.eu,04 72 70 56 50,http://www.helexia.eu,148 avenue Jean Jaurès,69007,LYON,524102670,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude forage géothermique,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
52935993700024,OPTIMBATI,contact@optimbati.fr,04 26 03 04 93,http://www.optimbati.fr,26 Rue François Garcin,69003,LYON,529359937,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53805223400050,LYONNAISE DES MANAGEMENT ET D’INGENIERIE (LMI),contact@lmi-lyon.fr,04 82 53 66 71,http://www.lmi-lyon.fr,42 rue Simone Veil,69200,VENISSIEUX,538052234,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
53976254200014,PEGIME,pegime@pegime.fr,04 37 43 35 00,http://www.pegime.fr,63 avenue Roger Salengro,69100,VILLEURBANNE,539762542,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
57202862900085,BERIM VENISSIEUX,berim.venissieux@berim.fr,04 72 50 04 31,http://www.berim.fr,Immeuble Rencontre - 17 place de la Paix,69200,VENISSIEUX,572028629,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude système technique bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75133885600030,SYSLEM CONTROLE,v.marquet@syslem.fr,04 37 85 50 80,http://www.syslem-controle.fr,36 Avenue des Frères Montgolfier,69680,CHASSIEU,751338856,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75261889200026,CSA ELEC,mmagno@becsa.fr,04 37 23 03 40,http://www.becsa-group.fr,104A avenue de Chaponnay,69970,CHAPONNAY,752618892,opqibi,Etude eclairage,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
75325130500045,EREMES,a.michat@eremes.fr,04 78 93 15 76,http://www.eremes.fr,24 Bis rue de l’Egalité,69740,GENAS,753251305,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude système technique bâtiment,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
