siret,nom,email,telephone,site,adresse,code_postal,ville,siren,organisme,domaines_rge,email_source,etat_sirene,procedure_collective,dirigeant,tranche_effectif,enrichi,departement,score,score_detail,effectif_num,tier
38991955600016,BET DURAND,contact@betdurand.com,04 67 03 37 44,http://www.betdurand.com,90 avenue Maurice Planès,34070,MONTPELLIER,389919556,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,A,,CEDRIC BARROT,11,1,34,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
39158375400034,SYNERGISUD,contact@synergisud.fr,04 42 08 00 01,http://www.synergisud.fr,Le Forum Bat A - ZI Athélia IV 515 Avenue de la Tramontane - BP 81,13701,LA CIOTAT,391583754,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude thermique reglementaire,,A,,GARCIA ANGE,11,1,13,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
39257976900051,ARCHITECTURE FARDIN,agence@architecturefardin.fr,02 40 20 40 38,https://www.architecturefardin.fr,4 RUE DEURBROUCQ,44000,NANTES,392579769,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,A,,JEAN-MICHEL FARDIN,03,1,44,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",9,CHAUD
43940797400021,SARL SOLENER,contact@solener.fr,03 20 41 58 38,http://www.solener.fr,48 rue Gustave Nadaud,59000,LILLE,439407974,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque;Etude solaire thermique,,A,,MOHAMMED ABDESSELAM,11,1,59,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
43947216800079,GBA&CO,fbayle@gba-eco.com,04 77 93 08 90,http://www.gba-eco.com,7 rue Pablo Picasso CS 70626,42041,SAINT ETIENNE CEDEX 1,439472168,opqtecc,Etude enveloppe du bâtiment,,A,,JLF INVEST,12,1,42,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
43997207600046,ARGETEC BORDEAUX,accueil@argetec.fr,05 53 08 41 40,http://www.argetec.fr,11 Rue Galin,33000,BORDEAUX,439972076,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude thermique reglementaire,,A,,THIERRY CARLES,11,1,33,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
43997207600053,ARGETEC,accueil@argetec.fr,05 53 08 41 40,http://www.argetec.fr,544 Boulevard des Saveurs,24660,COULOUNIEIX CHAMIERS,439972076,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude thermique reglementaire,,A,,THIERRY CARLES,11,1,24,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
43997207600079,ARGETEC BRIVE,accueil@argetec.fr,05 53 08 41 40,http://www.argetec.fr,48 quai TOURNY,19100,BRIVE LA GAILLARDE,439972076,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude thermique reglementaire,,A,,THIERRY CARLES,11,1,19,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
43997207600087,ARGETEC SETE,accueil@argetec.fr,04 67 51 66 80,http://www.argetec.fr,40 rue des Charbonniers,34200,SETE,439972076,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude thermique reglementaire,,A,,THIERRY CARLES,11,1,34,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
44030617300079,TRIBU ENERGIE,mail@tribu-energie.fr,01 43 15 00 06,http://www.tribu-energie.fr,140/142 rue du Chevaleret,75013,PARIS,440306173,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude enveloppe du bâtiment;Etude thermique reglementaire,,A,,NATHALIE TCHANG,12,1,75,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
44030617300095,TRIBU ENERGIE RENNES,agence.bretagne@tribu-energie.fr,02 85 52 16 72,http://www.tribu-energie.fr,20 rue d'Isly,35000,RENNES,440306173,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude enveloppe du bâtiment;Etude thermique reglementaire,,A,,NATHALIE TCHANG,12,1,35,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
44040888800053,THERMI FLUIDES 38,contact@thermi-fluides.fr,09 81 67 70 19,http://www.thermi-fluides.fr,"3, rue des Pins Bât B - 5ème étage",38100,GRENOBLE,440408888,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude thermique reglementaire,,A,,BENJAMIN DEFAY,11,1,38,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
44053243000038,ISIOM CONSEIL,contact@isiom.fr,01 55 50 12 12,http://www.isiom.fr,Le Fox - 1 Place Victor Hugo CS 60088,92411,COURBEVOIE Cedex,440532430,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,OCEA SMART BUILDING,03,1,92,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",9,CHAUD
44195820400022,IMAGINE (SCOP SARL),commun@sdai.fr,03 21 29 86 36,https://www.sdaimagine.fr/,445 RUE DE L'ABREGAIN  BP 30128,62803,LIEVIN CEDEX,441958204,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,A,,SABINE BURCICKI (BARBOUL),02,1,62,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",5,CHAUD
44327459200023,OTCE LR  (OTCE Languedoc-Roussillon),otcelr@otce.fr,04 67 20 06 15,http://www.otce.fr,65 Impasse Nicéphore Niepce,34070,MONTPELLIER,443274592,opqibi,Etude système technique bâtiment;Etude thermique reglementaire,,A,,GUILLAUME ETIENNE MAURICE AMALVY,12,1,34,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
44334839600070,THERMI CLIM,bet@be-thermiclim.fr,09 74 35 41 31,http://www.thermi-clim.com,202 rue Elie Gruyelle,62110,HENIN BEAUMONT,443348396,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque;Etude thermique reglementaire,,A,,BRUNO AIME DANIEL CHARREL,11,1,62,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
44342496500038,VERDI BATIMENT SUD OUEST,batimentsudouest@verdi-ingenierie.fr,05 56 00 12 72,http://www.verdi.fr,13 rue Archimède Bâtiment B,33693,MERIGNAC CEDEX,443424965,opqibi,Etude système technique bâtiment;Etude thermique reglementaire,,A,,SONIA POULIQUEN (PRIGENT),12,1,33,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
44365276300063,BET INCA,contact@bet-inca.fr,02 35 13 86 26,http://www.bet-inca.fr,55 rue Gustave Flaubert,76600,LE HAVRE,443652763,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude thermique reglementaire,,A,,CASIMMO,03,1,76,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",9,CHAUD
49359146500031,AGI2D,contact@agi2d.fr,01 41 83 37 17,http://www.agi2d.fr,51 rue Paul Meurice Immeuble New Wave,75020,PARIS,493591465,opqibi,Etude enveloppe du bâtiment,,A,,LUC ALAIN JEANSANNETAS,11,1,75,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
49372533700023,AMEA SYNERGIE,contact.amea@exim.fr,01 41 44 85 60,http://www.amea.synergie.com,40 boulevard Henri Sellier,92150,SURESNES,493725337,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,IPAR ALDE,11,1,92,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
49400383300022,KERLOTEC,simon.deltour@kerlotec.com,07 83 08 22 54,http://kerlotec-gremm.com,1 ty ar Bonniec,22140,BRELIDY,494003833,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,ALAN FUSTEC,01,1,22,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",2,CHAUD
49431101200012,EDIMM Nîmes,mediterranee@edimm.fr,04 66 37 07 45,http://www.edimm.fr,1742 Avenue Georges DAYAN,30900,NIMES,494311012,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,ALEXANDRE MAURICE DOMINIQUE DULAC,11,1,30,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
49431101200087,EDIMM La Réunion,reunion@edimm.fr,06 92 44 43 90,http://www.edimm.fr,66 Chemin Clain,97432,ST PIERRE,494311012,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,ALEXANDRE MAURICE DOMINIQUE DULAC,11,1,97,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
49431101200095,EDIMM Mayotte,alexandre.dulac@edimm.fr,06 92 44 43 90,http://www.edimm.fr,M’Gombani Boulevard du Baobab,97600,MAMOUDZOU,494311012,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,ALEXANDRE MAURICE DOMINIQUE DULAC,11,1,97,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
49431101200103,EDIMM Marseille,alexandre.dulac@edimm.fr,06 92 44 43 90,http://www.edimm.fr,4 rue Jean-Gaspard Vence,13002,MARSEILLE,494311012,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,ALEXANDRE MAURICE DOMINIQUE DULAC,11,1,13,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
49438450600049,SYMOE,contact@symoe.fr,03 20 74 59 14,http://www.symoe.fr,677 avenue de la République,59000,LILLE,494384506,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude enveloppe du bâtiment;Etude thermique reglementaire,,A,,ALAIN TOUSSAINT,11,1,59,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
49460879700010,BRP ETUDE CONSEIL,contact@brp-conseil.fr,04 28 29 59 88,http://www.brp-conseil.fr,19 Chemin des Quatre Vents,69530,BRIGNAIS,494608797,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,BERNARD MARCEL PONZIO,02,1,69,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",5,CHAUD
49460879700028,BOURGOGNE FRANCHE COMTE,contact@brp-conseil.fr,04 28 29 59 88,http://www.brp-conseil.fr,14 rte de Gigny,71240,SENNECEY LE GRAND,494608797,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,BERNARD MARCEL PONZIO,02,1,71,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",5,CHAUD
49519128000058,AMOES AGENCE RÉGION NOUVELLE AQUITAINE,contact@amoes.com,05 47 48 00 03,http://www.amoes.coop,82 rue de Bègles,33800,BORDEAUX,495191280,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Commisionnement;Etude ACV;Etude bois énergie;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude système technique bâtiment;Etude thermique reglementaire,,A,,DAMIEN LAMBERT,12,1,33,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
49753027900049,AFCE - IPI,afce@afce.eu,02 31 94 02 20,http://www.afce.eu,7 Promenade du Fort,14000,CAEN,497530279,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude thermique reglementaire,,A,,CLEMENT GUILLAUME JACKY BASSINAT,03,1,14,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",9,CHAUD
49996630700039,CONSEILS ET IDDE,laetitia.teyssedre@groupeocd.com,05 65 87 00 68,http://www.groupeocd.com,16 Avenue des Glycines,12850,ONET LE CHATEAU,499966307,opqibi,Etude forage géothermique;Etude thermique reglementaire,,A,,PHILIPPE FENAYROU,03,1,12,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",9,CHAUD
50422395900025,ABSCIA,abscia@abscia.fr,02 35 68 77 31,http://www.abscia.fr,Za des Portes de l’Ouest 581 rue Georges Charpak,76150,ST JEAN DU CARDONNAY,504223959,opqibi,Etude ACV;Etude thermique reglementaire,,A,,LUC HENRI LACOMBE,11,1,76,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",19,CHAUD
50499052400044,ECO-STRATEGIE REUNION,reunion@eco-strategie.fr,02 62 22 46 55,http://www.eco-strategie.fr,3 rue de la Vanille,97424,PITON SAINT LEU,504990524,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque;Etude solaire thermique,,A,,ECO-STRATEGIE,03,1,97,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",9,CHAUD
50869335500010,PLAN 02,contact@plan02.com,01 53 33 24 15,http://www.plan02.com,89 rue de Reuilly,75012,PARIS,508693355,opqibi,Etude ACV;Etude thermique reglementaire,,A,,ANNE CECILE BOCABEILLE (COMAR),02,1,75,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",5,CHAUD
51068453300027,FLAM INGENIERIE,contact@flam-ingenierie.fr,05 49 49 64 12,http://www.flam-ingenierie.fr,Les Bureaux du lac Téléport 2 - 15 avenue René Cassin bp 40136,86961,FUTUROSCOPE CEDEX,510684533,opqibi,Etude solaire photovoltaïque,,A,,ROBIN BÉCHADE,02,1,86,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",5,CHAUD
51141242100055,GRAINE D’HABITAT,contact@grainedhabitat.fr,02 96 41 27 40,http://www.grainedhabitat.fr,3 Boulevard Jean Monnet,56260,LARMOR PLAGE,511412421,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude solaire photovoltaïque,,A,,RODOLPHE INISAN,02,1,56,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",5,CHAUD
52191675900058,ATIANE ENERGY,frederick.fontaine@atiane-energy.com,09 51 40 77 82,http://www.atiane-energy.com,1 Place Bellevue,06390,BERRE LES ALPES,521916759,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude solaire photovoltaïque;Etude solaire thermique,,A,,FREDERIC BERNARD FONTAINE,02,1,06,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",5,CHAUD
52192228600047,I2D CONSEILS,contact@i2d-conseils.fr,02 41 77 11 88,http://www.i2d-conseils.fr,14 rue Joseph Fourier,49070,BEAUCOUZE,521922286,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude eclairage;Etude solaire photovoltaïque;Etude thermique reglementaire,,A,,STEPHANE LEBRETON,12,1,49,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
52192228600054,I2D CONSEILS CAEN,contact@i2d-conseils.fr,09 50 10 87 87,http://www.i2d-conseils.fr,88 rue Elise Deroche,14760,BRETTEVILLE SUR ODON,521922286,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude eclairage;Etude solaire photovoltaïque;Etude thermique reglementaire,,A,,STEPHANE LEBRETON,12,1,14,11,"RGE etudes, email, tel, site, domaine tertiaire, effectif cible",49,CHAUD
