siret,nom,email,telephone,site,adresse,code_postal,ville,siren,organisme,domaines_rge,email_source,etat_sirene,procedure_collective,dirigeant,tranche_effectif,enrichi,departement,score,score_detail,effectif_num,tier
37751293400029,B. LACLAUTRE,sylvain.machado@bet-laclautre.fr,04 70 29 12 12,,61 quai Rouget de Lisle,03100,MONTLUCON,377512934,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie,,A,,SYLVAIN ALEXANDRE MACHADO,03,1,03,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",9,CHAUD
38480192400034,L’INGENIERIE CLIMATIQUE,ing.clim@gmail.com,04 76 77 35 27,,104 avenue Jean Jaurès,38320,EYBENS,384801924,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie,,A,,CHRISTOPHE ALAIN GONON,02,1,38,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",5,CHAUD
43968412700046,ENERGIES ET FLUIDES,energies.fluides@orange.fr,09 62 03 62 63,,"120, avenue Général Leclerc",38200,VIENNE,439684127,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude thermique reglementaire,,A,,LIONEL ALAIN MORFIN CHASTAING (CHASTAING),01,1,38,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",2,CHAUD
79322166400014,ALVEOLES ARCHITECTURE,xavier.campeyron@alveoles.eu,09 52 65 53 92,,33 QUAI PIERRE SCIZE,69009,LYON,793221664,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,A,,XAVIER CAMPEYRON,01,1,69,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",2,CHAUD
80795276700034,GENIUM INGENIERIE,contact@genium-ing.fr,,https://www.genium-ingenierie.fr/,399 RUE ROBERT SCHUMAN,69400,VILLEFRANCE SUR SAONE,807952767,afnor,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,JONATHAN FRANCISQUE ANTHONY GUYOT,02,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",5,CHAUD
83756480600052,GBA ENERGIES,energies@gba-energies.com,,http://www.gba-energies.com,8 rue Dominique Perfetti,69004,LYON,837564806,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude système technique bâtiment,,A,,JLF INVEST,11,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",19,CHAUD
83989895400020,ADUNO,secretariat@aduno.fr,04 75 04 60 81,,4 rue Marius Milou,26200,MONTELIMAR,839898954,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude thermique reglementaire,,A,,STEPHANE HERVE ROGER FOLLIN,11,1,26,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",19,CHAUD
84814530600017,L TECH,jlaparra@bet-ltech.fr,04 70 08 68 07,,15 Les Tartasses,03380,LA CHAPELAUDE,848145306,opqibi,Etude solaire photovoltaïque,,A,,JEROME LAPARRA,01,1,03,10,"RGE etudes, email, tel, domaine tertiaire, effectif cible",2,CHAUD
88786037700050,LOWIT,julien.gallois@lowit.fr,,http://www.lowit.fr,184 COURS LAFAYETTE,69003,LYON,887860377,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,A,,JULIEN GALLOIS,12,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",49,CHAUD
52285015500063,PLANAIR FRANCE - Chambéry,info@planair.fr,,http://www.planair.fr,28 Boulevard de la Colonne,73000,CHAMBERY,522850155,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique,site_web,A,,LIONEL XAVIER PASCAL ROBBE (ROBBE),12,1,73,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",49,CHAUD
52285015500089,PLANAIR FRANCE Lyon,info@planair.fr,,http://www.planair.fr,18 rue Gabriel Peri,69100,VILLEURBANNE,522850155,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique,site_web,A,,LIONEL XAVIER PASCAL ROBBE (ROBBE),12,1,69,10,"RGE etudes, email, site, domaine tertiaire, effectif cible",49,CHAUD
06550239500117,BETREC IG - VALENCE,valence@betrec.com,04 75 81 51 59,http://www.betrec.com,"1, avenue de la Gare à Alixan - BP 15101",26000,VALENCE,065502395,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,A,,HUGUES GEOGES JACQUES DELHOME,22,1,26,9,"RGE etudes, email, tel, site, domaine tertiaire",199,CHAUD
06550239500141,BETREC IG - SAVOIE,les.savoie@betrec.com,04 79 35 69 75,http://www.betrec.com,"Bât. Papyrus, Rue Louis Armand",73420,MERY,065502395,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,A,,HUGUES GEOGES JACQUES DELHOME,22,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",199,CHAUD
06550239500158,BETREC IG,betrec@betrec.com,04 76 42 17 27,http://www.betrec.com,4 avenue Doyen Louis Weil,38024,GRENOBLE CEDEX 1,065502395,opqtecc,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,A,,HUGUES GEOGES JACQUES DELHOME,22,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",199,CHAUD
06550239500174,BETREC IG - LYON,lyon@betrec.com,04 72 60 00 90,http://www.betrec.com,Tour Part-Dieu - 129 rue Servient - CS63337,69003,LYON,065502395,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,A,,HUGUES GEOGES JACQUES DELHOME,22,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",199,CHAUD
06550239500190,BETREC IG - LOIRE,loire@betrec.com,04 77 42 34 98,http://www.betrec.com,Esplanade de France - 3 rue Jacques Constant Milleret,42000,ST ETIENNE,065502395,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,,A,,HUGUES GEOGES JACQUES DELHOME,22,1,42,9,"RGE etudes, email, tel, site, domaine tertiaire",199,CHAUD
20007201500015,ANNONAY RHONE AGGLO,helene.garcia@annonayrhoneagglo.fr,04 75 67 55 57,http://www.https://annonayrhoneagglo.fr/,Château de la Lombardière BP 8,07430,DAVEZIEUX,200072015,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,07,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
31792289600020,BETER PIERRE CACHAT,etude@betercachat.fr,04 50 66 12 16,http://www.betercachat.fr,1 Place du 18 juin 1940 Carré d’affaires,74940,ANNECY LE VIEUX,317922896,opqibi,Etude thermique reglementaire,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
31878481600072,TERRE ECO,secretariat@terre-eco.com,04 38 24 04 80,http://www.terre-eco.com,4 Avenue Doyen Louis Weil,38000,GRENOBLE,318784816,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude enveloppe du bâtiment;Etude thermique reglementaire,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
31878661300022,CETRALP (Conseil et Etudes Techniques Rhône Alpes),cetralp@cetralp.fr,04 50 64 10 82,http://www.cetralp.fr,19 avenue du Pré de Challes - PAE Glaisins,74940,ANNECY LE VIEUX,318786613,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude thermique reglementaire,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32157883300071,ADRET GRENOBLE,grenoble@adret.net,04 76 48 54 34,http://www.adret.net,Centre CEMOI - 12 rue Ampère,38000,GRENOBLE,321578833,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique;Etude thermique reglementaire,,A,,RICHARD MAINGUENAUD,21,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",99,CHAUD
32178278100173,IPH INGENIERIE LY,lyon@iph-bet.fr,04 81 06 21 80,http://www.iph-bet.fr,"24, avenue Joannès Masset BATIMENT 3",69009,LYON,321782781,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32232327000056,THERMIBEL,thermibel@thermibel.fr,04 38 12 15 70,http://www.thermibel.fr,3 rue des Pins,38100,GRENOBLE,322323270,opqibi,Etude thermique reglementaire,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32312649000057,CHABANNE INGENIERIE,inge@agence-chabanne.fr,04 72 10 95 95,http://www.agence-chabanne.fr,38 quai Pierre Scize,69009,LYON,323126490,opqibi,Commisionnement;Etude ACV;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude système technique bâtiment;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32422781800022,NERCO,v.mehu@nerco.fr,04 78 66 44 25,http://www.nerco.fr,129 chemin du Moulin Carron BP 168,69132,ECULLY CEDEX,324227818,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude solaire photovoltaïque,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32493878600120,TECSOL AURA,agence.ara@tecsol.fr,04 78 29 43 96,http://www.tecsol.fr,"4, rue Saint Sidoine",69003,LYON,324938786,opqibi,Etude solaire photovoltaïque;Etude solaire thermique,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
32621557100042,CENA INGENIERIE,info@cena-ingenierie.fr,04 79 75 00 43,http://www.cena-ingenierie.fr,2B Rue Simone Veil L'Amiral,73000,BASSENS,326215571,opqibi,Commisionnement;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque;Etude solaire thermique,,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
33081656200020,SINTEC SOCIETE D’INGENIERIE TECHNIQUE,info@sintec.fr,04 73 91 50 50,http://www.sintec.fr,"62, avenue E. Michelin",63100,CLERMONT FERRAND,330816562,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,63,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
33310360400042,BYLAND MICHEL,byland.architecte@orange.fr,06 73 69 27 94,http://www.byland.fr,5 PLACE JACQUELINE MARVAL,38000,GRENOBLE,333103604,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,38,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
33770031400061,TRIBU LYON,admin.paris@tribu.coop,04 26 03 48 20,http://www.tribu.coop,103 Avenue Maréchal de Saxe,69003,LYON,337700314,opqibi,Etude ACV;Etude enveloppe du bâtiment;Etude solaire photovoltaïque,site_web,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
33832946900369,OTEIS ST ALBAN LEYSSE,contact@oteis.fr,04 79 75 00 29,http://www.oteis.fr,62 Rue du Bolliet,73230,ST ALBAN LEYSSE,338329469,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,site_web,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
33832946900484,OTEIS COURNON D AUVERGNE,contact@oteis.fr,04 73 26 00 23,http://www.oteis.fr,18 rue de Sarliève,63800,COURNON D AUVERGNE,338329469,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude bois énergie;Etude eclairage;Etude enveloppe du bâtiment;Etude forage géothermique;Etude solaire photovoltaïque;Etude système technique bâtiment;Etude thermique reglementaire,site_web,,,,,1,63,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
34416291200036,CETBI,cetbi@cetbi.com,04 50 52 00 25,http://www.cetbi.com,7 rue Blaise Pascal Bâtiment “Europe”,74600,SEYNOD,344162912,opqibi,Etude forage géothermique;Etude thermique reglementaire,,,,,,1,74,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
34758223100234,URBANIS - CHAMBERY,frederic.pelisson@urbanis.fr,04 79 33 21 26,http://www.urbanis.fr,14 Ave Jean Jaurès,73000,CHAMBERY,347582231,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,73,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
34758223100317,URBANIS - LYON,ludovic.chatelain@urbanis.fr,04 72 84 80 80,http://www.urbanis.fr,100-102 ave du Maréchal de Saxe,69003,LYON,347582231,opqibi,Audit énergétique Maison individuelle;Audit énergétique Maison individuelle; Audit énergétique Logement collectif,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
35137941700071,INGEUROP,groupe@ing-europ.com,04 75 40 99 98,http://www.ing-europ.com,14 rue Jean Bertin,26000,VALENCE,351379417,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude bois énergie;Etude forage géothermique;Etude solaire photovoltaïque,,,,,,1,26,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
38116090200023,MINES ARCHITECTES,mines@mines-archi.fr,04 73 37 94 50,https://www.minesarchi.fr,4 RUE DE LA MICHODIERE,63000,CLERMONT-FERRAND,381160902,cnoa,Audit énergétique Logement collectif;Audit énergétique Maison individuelle,,,,,,1,63,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
38316331800124,ALTO INGÉNIERIE LYON,caroline.mouillot@alto-ingenierie.fr,06 17 34 64 42,http://www.alto-ingenierie.fr,"27, rue Maurice Flandin   Espace coworking MULTIBURO",69003,LYON,383163318,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Commisionnement;Etude ACV;Etude thermique reglementaire,,A,,KEVIN WILLIAM ROLAND MARCHAND,21,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",99,CHAUD
38381266600220,EODD INGENIEURS CONSEILS,contact@eodd.fr,04 72 76 06 90,http://www.eodd.fr,171/173 rue Léon Blum Centre Léon Blum,69100,VILLEURBANNE,383812666,opqibi,Audit énergétique Maison individuelle; Audit énergétique Logement collectif;Etude ACV;Etude enveloppe du bâtiment;Etude forage géothermique;Etude thermique reglementaire,,,,,,1,69,9,"RGE etudes, email, tel, site, domaine tertiaire",0,CHAUD
